year,ku,kun,status,name,party,party_code,previous,wl,voteshare,age,nocand,rank,vote,eligible,turnout,exp,expm,vs,exppv,smd,party_jpn
2017,ibaraki,7,新人,"ISHIJIMA, IWAO",JCP,2,0,落選,11.54,63,3,3,18308,158644,NA,NA,NA,0.11539999999999999,NA,落選,共産党
2017,ishikawa,1,現職,"HASE, HIROSHI",LDP,1,6,当選,59.08,56,3,1,112168,189861,NA,NA,NA,0.5908,NA,当選,自民党
2017,ishikawa,1,元職,"TANAKA, MIEKO",POH,39,1,落選,32.41,41,3,2,61541,189861,NA,NA,NA,0.32409999999999994,NA,落選,希望
2017,ishikawa,1,新人,"KUROSAKI, KIYONORI",JCP,2,0,落選,8.51,69,3,3,16152,189861,NA,NA,NA,0.0851,NA,落選,共産党
2017,ishikawa,2,現職,"SASAKI, HAJIME",LDP,1,2,当選,62.33,43,4,1,118421,189977,NA,NA,NA,0.6233,NA,当選,自民党
2017,ishikawa,2,新人,"SHIBATA, MIKI",POH,39,0,落選,30.62,46,4,2,58164,189977,NA,NA,NA,0.30620000000000003,NA,落選,希望
2017,ishikawa,2,新人,"HONDA, MASAKAZU",JCP,2,0,落選,5.22,68,4,3,9920,189977,NA,NA,NA,0.052199999999999996,NA,落選,共産党
2017,ishikawa,2,新人,"MIYAMOTO, SATOSHI",others,7,0,落選,1.83,57,4,4,3472,189977,NA,NA,NA,0.0183,NA,落選,その他
2017,ishikawa,3,新人,"NISHIDA, SHOJI",LDP,1,0,当選,49.05,48,3,1,80416,163934,NA,NA,NA,0.4905,NA,当選,自民党
2017,ishikawa,3,元職,"KONDO, KAZUYA",POH,39,1,復活当選,47.77,43,3,2,78306,163934,NA,NA,NA,0.4777,NA,落選,希望
2017,ishikawa,3,新人,"SUZUKI, KOTA",JCP,2,0,落選,3.18,36,3,3,5212,163934,NA,NA,NA,0.0318,NA,落選,共産党
2017,iwate,1,現職,"SHINA, TAKESHI",POH,39,4,当選,52.58,51,3,1,87534,166464,NA,NA,NA,0.5257999999999999,NA,当選,希望
2017,iwate,1,現職,"TAKAHASHI, HINAKO",LDP,1,2,復活当選,34.47,59,3,2,57381,166464,NA,NA,NA,0.3447,NA,落選,自民党
2017,iwate,1,新人,"YOSHIDA, KYOKO",JCP,2,0,落選,12.95,36,3,3,21549,166464,NA,NA,NA,0.1295,NA,落選,共産党
2017,iwate,2,現職,"SUZUKI, SHUNICHI",LDP,1,8,当選,56.79,64,2,1,129884,228726,NA,NA,NA,0.5679,NA,当選,自民党
2017,iwate,2,元職,"HATA, KOJI",POH,39,2,落選,43.21,54,2,2,98842,228726,NA,NA,NA,0.4321,NA,落選,希望
2017,iwate,3,現職,"OZAWA, ICHIRO",independent,99,16,当選,57.42,75,2,1,130229,226800,NA,NA,NA,0.5742,NA,当選,無所属
2017,iwate,3,現職,"FUJIWARA, TAKASHI",LDP,1,2,復活当選,42.58,34,2,2,96571,226800,NA,NA,NA,0.42579999999999996,NA,落選,自民党
2017,kagawa,1,現職,"HIRAI, TAKUYA",LDP,1,6,当選,50.68,59,2,1,81566,160949,NA,NA,NA,0.5068,NA,当選,自民党
2017,kagawa,1,現職,"OGAWA, JUNYA",POH,39,4,復活当選,49.32,46,2,2,79383,160949,NA,NA,NA,0.4932,NA,落選,希望
2017,kagawa,2,現職,"TAMAKI, YUICHIRO",POH,39,3,当選,55.49,48,3,1,82345,148392,NA,NA,NA,0.5549000000000001,NA,当選,希望
2017,kagawa,2,現職,"SETO, TAKAKAZU",LDP,1,2,落選,40.4,52,3,2,59949,148392,NA,NA,NA,0.40399999999999997,NA,落選,自民党
2017,kagawa,2,新人,"KAWAMURA, TADASHI",JCP,2,0,落選,4.11,58,3,3,6098,148392,NA,NA,NA,0.041100000000000005,NA,落選,共産党
2017,kagawa,3,現職,"ONO, KEITARO",LDP,1,2,当選,69.09,48,2,1,82125,118860,NA,NA,NA,0.6909000000000001,NA,当選,自民党
2017,kagawa,3,新人,"FUJITA, SHINJI",SDP,9,0,落選,30.91,62,2,2,36735,118860,NA,NA,NA,0.3091,NA,落選,社民党
2017,kagoshima,1,元職,"KAWAUCHI, HIROSHI",CDP,40,5,当選,41.8,55,4,1,76699,183491,NA,NA,NA,0.418,NA,当選,立憲民主党
2017,kagoshima,1,新人,"YASUOKA, HIROTAKE",LDP,1,0,落選,40.78,44,4,2,74831,183491,NA,NA,NA,0.4078,NA,落選,自民党
2017,kagoshima,1,元職,"YAMANOCHI, TSUYOSHI",NIK,41,1,落選,14.66,35,4,3,26895,183491,NA,NA,NA,0.1466,NA,落選,維新の会
2017,kagoshima,1,新人,"MIYAZAKI, KAZUHIRO",independent,99,0,落選,2.76,57,4,4,5066,183491,NA,NA,NA,0.0276,NA,落選,無所属
2017,kagoshima,2,現職,"KANEKO, MASUO",LDP,1,2,当選,51.26,70,4,1,97743,190671,NA,NA,NA,0.5126,NA,当選,自民党
2017,kagoshima,2,新人,"SAITO, KAYO",POH,39,0,落選,22.73,38,4,2,43331,190671,NA,NA,NA,0.2273,NA,落選,希望
2017,kagoshima,2,新人,"HAYASHI, KENJI",independent,99,0,落選,17.47,40,4,3,33317,190671,NA,NA,NA,0.1747,NA,落選,無所属
2017,kagoshima,2,新人,"IWAIZAKO, MITSUHARU",JCP,2,0,落選,8.54,74,4,4,16280,190671,NA,NA,NA,0.08539999999999999,NA,落選,共産党
2017,kagoshima,3,現職,"OZATO, YASUHIRO",LDP,1,4,当選,50.41,59,3,1,102501,203346,NA,NA,NA,0.5041,NA,当選,自民党
2017,kagoshima,3,現職,"NOMA, TAKESHI",POH,39,2,落選,44.38,59,3,2,90240,203346,NA,NA,NA,0.44380000000000003,NA,落選,希望
2017,kagoshima,3,新人,"YAMAGUCHI, YUTA",JCP,2,0,落選,5.22,26,3,3,10605,203346,NA,NA,NA,0.052199999999999996,NA,落選,共産党
2017,kagoshima,4,現職,"MORIYAMA, HIROSHI",LDP,1,5,当選,70.78,72,2,1,128112,181003,NA,NA,NA,0.7078,NA,当選,自民党
2017,kagoshima,4,新人,"NORO, MASAKAZU",SDP,9,0,落選,29.22,66,2,2,52891,181003,NA,NA,NA,0.2922,NA,落選,社民党
2017,kanagawa,1,現職,"MATSUMOTO, JUN",LDP,1,6,当選,47.82,67,3,1,103070,215522,NA,NA,NA,0.4782,NA,当選,自民党
2017,kanagawa,1,現職,"SHINOHARA, GO",CDP,40,1,復活当選,36.2,42,3,2,78019,215522,NA,NA,NA,0.36200000000000004,NA,落選,立憲民主党
2017,kanagawa,1,元職,"NAGASHIMA, KAZUYOSHI",POH,39,1,落選,15.98,50,3,3,34433,215522,NA,NA,NA,0.1598,NA,落選,希望
2017,kanagawa,2,現職,"SUGA, YOSHIHIDE",LDP,1,7,当選,57.11,68,4,1,123218,215743,NA,NA,NA,0.5710999999999999,NA,当選,自民党
2017,kanagawa,2,新人,"TAKAHASHI, NOE",CDP,40,0,落選,21.87,43,4,2,47191,215743,NA,NA,NA,0.2187,NA,落選,立憲民主党
2017,kanagawa,2,新人,"HASHIMOTO, KUMI",POH,39,0,落選,13.27,48,4,3,28635,215743,NA,NA,NA,0.13269999999999998,NA,落選,希望
2017,kanagawa,2,新人,"ONUKI, KIYOFUMI",JCP,2,0,落選,7.74,60,4,4,16699,215743,NA,NA,NA,0.0774,NA,落選,共産党
2017,kanagawa,3,現職,"OKONOGI, HACHIRO",LDP,1,7,当選,50.22,52,5,1,101157,201408,NA,NA,NA,0.5022,NA,当選,自民党
2017,kanagawa,3,元職,"KATSUMATA, KOICHIRO",POH,39,1,落選,22.98,54,5,2,46284,201408,NA,NA,NA,0.2298,NA,落選,希望
2017,kanagawa,3,新人,"ITO, KUMIKO",independent,99,0,落選,13.07,57,5,3,26314,201408,NA,NA,NA,0.1307,NA,落選,無所属
2017,kanagawa,3,新人,"KUGIMARU, SUSUMU",JCP,2,0,落選,11.66,44,5,4,23476,201408,NA,NA,NA,0.1166,NA,落選,共産党
2017,kanagawa,3,新人,"IKI, AIKO",others,7,0,落選,2.07,32,5,5,4177,201408,NA,NA,NA,0.0207,NA,落選,その他
2017,kanagawa,4,新人,"WASEDA, YUKI",CDP,40,0,当選,34.76,58,4,1,67020,192833,NA,NA,NA,0.34759999999999996,NA,当選,立憲民主党
2017,kanagawa,4,現職,"YAMAMOTO, TOMOHIRO",LDP,1,3,復活当選,28.89,42,4,2,55700,192833,NA,NA,NA,0.2889,NA,落選,自民党
2017,kanagawa,4,現職,"ASAO, KEIICHIRO",independent,99,3,落選,26.7,53,4,3,51495,192833,NA,NA,NA,0.267,NA,落選,無所属
2017,kanagawa,4,新人,"KAZAMA, NORIKO",POH,39,0,落選,9.65,47,4,4,18618,192833,NA,NA,NA,0.0965,NA,落選,希望
2017,kanagawa,5,現職,"SAKAI, MANABU",LDP,1,3,当選,51.61,52,3,1,120068,232650,NA,NA,NA,0.5161,NA,当選,自民党
2017,kanagawa,5,新人,"YOSHIOKA, KENJI",POH,39,0,落選,28.84,39,3,2,67085,232650,NA,NA,NA,0.2884,NA,落選,希望
2017,kanagawa,5,新人,"YOKOYAMA, SEIGO",JCP,2,0,落選,19.56,46,3,3,45497,232650,NA,NA,NA,0.1956,NA,落選,共産党
2017,kanagawa,6,現職,"AOYAGI, YOICHIRO",CDP,40,2,当選,44.59,48,3,1,86291,193503,NA,NA,NA,0.4459,NA,当選,立憲民主党
2017,kanagawa,6,現職,"UEDA, ISAMU",CGP,5,7,落選,42.78,59,3,2,82788,193503,NA,NA,NA,0.4278,NA,落選,公明党
2017,kanagawa,6,新人,"KUSHIDA, SEIICHI",NIK,41,0,復活当選,12.62,59,3,3,24424,193503,NA,NA,NA,0.12619999999999998,NA,落選,維新の会
2017,kanagawa,7,現職,"SUZUKI, KEISUKE",LDP,1,3,当選,47,40,3,1,103324,219828,NA,NA,NA,0.47,NA,当選,自民党
2017,kanagawa,7,新人,"NAKATANI, KAZUMA",CDP,40,0,復活当選,39.95,34,3,2,87819,219828,NA,NA,NA,0.3995,NA,落選,立憲民主党
2017,kanagawa,7,新人,"KAWANO, AN",POH,39,0,落選,13.05,35,3,3,28685,219828,NA,NA,NA,0.1305,NA,落選,希望
2017,kanagawa,8,現職,"EDA, KENJI",independent,99,5,当選,54.18,61,4,1,119280,220158,NA,NA,NA,0.5418,NA,当選,無所属
2017,kanagawa,8,元職,"MITANI, HIDEHIRO",LDP,1,1,復活当選,33.67,41,4,2,74119,220158,NA,NA,NA,0.3367,NA,落選,自民党
2017,kanagawa,8,新人,"KATO, RIKA",JCP,2,0,落選,9.65,45,4,3,21241,220158,NA,NA,NA,0.0965,NA,落選,共産党
2017,kanagawa,8,新人,"ONISHI, TSUNEKI",others,100,0,落選,2.51,53,4,4,5518,220158,NA,NA,NA,0.025099999999999997,NA,落選,その他
2017,kanagawa,9,現職,"RYU, HIROFUMI",POH,39,5,当選,41.3,52,3,1,72531,175640,NA,NA,NA,0.413,NA,当選,希望
2017,kanagawa,9,現職,"NAKAYAMA, NORIHIRO",LDP,1,2,復活当選,40.32,49,3,2,70819,175640,NA,NA,NA,0.4032,NA,落選,自民党
2017,kanagawa,9,新人,"SAITO, NODOKA",JCP,2,0,落選,18.38,26,3,3,32290,175640,NA,NA,NA,0.1838,NA,落選,共産党
2017,kanagawa,10,現職,"TANAKA, KAZUNORI",LDP,1,7,当選,51.46,68,3,1,113824,221182,NA,NA,NA,0.5146000000000001,NA,当選,自民党
2017,kanagawa,10,新人,"ICHIKAWA, YOSHIKO",POH,39,0,落選,26.25,53,3,2,58053,221182,NA,NA,NA,0.2625,NA,落選,希望
2017,kanagawa,10,現職,"HATANO, KIMIE",JCP,2,1,復活当選,22.29,60,3,3,49305,221182,NA,NA,NA,0.2229,NA,落選,共産党
2017,kanagawa,11,現職,"KOIZUMI, SHINJIRO",LDP,1,3,当選,78.02,36,4,1,154761,198351,NA,NA,NA,0.7802,NA,当選,自民党
2017,kanagawa,11,新人,"SETO, KAZUHIRO",JCP,2,0,落選,11.03,65,4,2,21874,198351,NA,NA,NA,0.1103,NA,落選,共産党
2017,kanagawa,11,新人,"MASHIRO, RYO",POH,39,0,落選,9.37,41,4,3,18583,198351,NA,NA,NA,0.09369999999999999,NA,落選,希望
2017,kanagawa,11,新人,"AKUTSU, TAKAYUKI",others,100,0,落選,1.58,67,4,4,3133,198351,NA,NA,NA,0.0158,NA,落選,その他
2017,kanagawa,12,現職,"ABE, TOMOKO",CDP,40,6,当選,43.2,69,3,1,86550,200326,NA,NA,NA,0.43200000000000005,NA,当選,立憲民主党
2017,kanagawa,12,現職,"HOSHINO, TSUYOSHI",LDP,1,2,復活当選,41.89,54,3,2,83924,200326,NA,NA,NA,0.4189,NA,落選,自民党
2017,kanagawa,12,新人,"HARA, TERUO",POH,39,0,落選,14.9,43,3,3,29852,200326,NA,NA,NA,0.149,NA,落選,希望
2017,kanagawa,13,現職,"AMARI, AKIRA",LDP,1,11,当選,56.14,68,3,1,127214,226620,NA,NA,NA,0.5614,NA,当選,自民党
2017,kanagawa,13,新人,"FUTORI, HIDESHI",POH,39,0,落選,27.7,40,3,2,62779,226620,NA,NA,NA,0.27699999999999997,NA,落選,希望
2017,kanagawa,13,新人,"OKAZAKI, YUTAKA",JCP,2,0,落選,16.16,39,3,3,36627,226620,NA,NA,NA,0.1616,NA,落選,共産党
2017,kanagawa,14,現職,"AKAMA, JIRO",LDP,1,3,当選,46.48,49,3,1,105953,227941,NA,NA,NA,0.4648,NA,当選,自民党
2017,kanagawa,14,現職,"MOTOMURA, KENTARO",POH,39,2,復活当選,41.39,47,3,2,94348,227941,NA,NA,NA,0.4139,NA,落選,希望
2017,kanagawa,14,新人,"NAKANOWATARI, JUN",JCP,2,0,落選,12.13,69,3,3,27640,227941,NA,NA,NA,0.1213,NA,落選,共産党
2017,kanagawa,15,現職,"KONO, TARO",LDP,1,7,当選,67.63,54,3,1,159647,236051,NA,NA,NA,0.6762999999999999,NA,当選,自民党
2017,kanagawa,15,新人,"SASAKI, KATSUMI",SDP,9,0,落選,16.2,62,3,2,38242,236051,NA,NA,NA,0.162,NA,落選,社民党
2017,kanagawa,15,新人,"NOGI, RYOSUKE",POH,39,0,落選,16.17,53,3,3,38162,236051,NA,NA,NA,0.1617,NA,落選,希望
2017,kanagawa,16,現職,"YOSHIIE, HIROYUKI",LDP,1,2,当選,46.91,46,3,1,110508,235563,NA,NA,NA,0.46909999999999996,NA,当選,自民党
2017,kanagawa,16,現職,"GOTO, YUICHI",POH,39,3,復活当選,40.81,48,3,2,96128,235563,NA,NA,NA,0.4081,NA,落選,希望
2017,kanagawa,16,新人,"IKEDA, HIROHIDE",JCP,2,0,落選,12.28,54,3,3,28927,235563,NA,NA,NA,0.12279999999999999,NA,落選,共産党
2017,kanagawa,17,現職,"MAKISHIMA, KAREN",LDP,1,2,当選,51.27,40,3,1,117003,228208,NA,NA,NA,0.5127,NA,当選,自民党
2017,kanagawa,17,現職,"KAMIYAMA, YOSUKE",POH,39,2,落選,36.55,42,3,2,83407,228208,NA,NA,NA,0.3655,NA,落選,希望
2017,kanagawa,17,新人,"YOKOTA, EIJI",JCP,2,0,落選,12.18,59,3,3,27798,228208,NA,NA,NA,0.12179999999999999,NA,落選,共産党
2017,kanagawa,18,現職,"YAMAGIWA, DAISHIRO",LDP,1,4,当選,51.14,49,3,1,111285,217594,NA,NA,NA,0.5114,NA,当選,自民党
2017,kanagawa,18,元職,"MIMURA, KAZUYA",POH,39,1,落選,30.36,42,3,2,66057,217594,NA,NA,NA,0.3036,NA,落選,希望
2017,kanagawa,18,新人,"WAKABAYASHI, YASUHISA",JCP,2,0,落選,18.5,32,3,3,40252,217594,NA,NA,NA,0.185,NA,落選,共産党
2017,kochi,1,現職,"NAKATANI, GEN",LDP,1,9,当選,53.59,60,3,1,81675,152407,NA,NA,NA,0.5359,NA,当選,自民党
2017,kochi,1,新人,"OISHI, SHU",POH,39,0,落選,29.65,37,3,2,45190,152407,NA,NA,NA,0.2965,NA,落選,希望
2017,kochi,1,新人,"MATSUMOTO, KENJI",JCP,2,0,落選,16.76,33,3,3,25542,152407,NA,NA,NA,0.16760000000000003,NA,落選,共産党
2017,kochi,2,新人,"HIROTA, HAJIME",independent,99,0,当選,56.48,49,2,1,92179,163208,NA,NA,NA,0.5648,NA,当選,無所属
2017,kochi,2,現職,"YAMAMOTO, YUJI",LDP,1,9,復活当選,43.52,65,2,2,71029,163208,NA,NA,NA,0.43520000000000003,NA,落選,自民党
2017,kumamoto,1,現職,"KIHARA, MINORU",LDP,1,3,当選,56.15,48,2,1,123431,219805,NA,NA,NA,0.5615,NA,当選,自民党
2017,kumamoto,1,現職,"MATSUNO, YORIHISA",POH,39,6,落選,43.85,57,2,2,96374,219805,NA,NA,NA,0.4385,NA,落選,希望
2017,kumamoto,2,新人,"NODA, TAKESHI",LDP,1,15,当選,47.48,76,4,1,86027,181171,NA,NA,NA,0.47479999999999994,NA,当選,自民党
2017,kumamoto,2,新人,"NISHINO, DAISUKE",independent,99,0,落選,34.54,39,4,2,62575,181171,NA,NA,NA,0.3454,NA,落選,無所属
2017,kumamoto,2,新人,"WADA, KANAME",SDP,9,0,落選,14.39,68,4,3,26074,181171,NA,NA,NA,0.1439,NA,落選,社民党
2017,kumamoto,2,現職,"KINOSHITA, JUNKO",others,7,0,落選,3.59,58,4,4,6495,181171,NA,NA,NA,0.0359,NA,落選,その他
2017,kumamoto,3,新人,"SAKAMOTO, TETSUSHI",LDP,1,5,当選,73.6,66,2,1,129312,175704,NA,NA,NA,0.736,NA,当選,自民党
2017,kumamoto,3,現職,"SEKINE, SHIZUKA",JCP,2,0,落選,26.4,27,2,2,46392,175704,NA,NA,NA,0.264,NA,落選,共産党
2017,kumamoto,4,元職,"KANEKO, YASUSHI",LDP,1,6,当選,62.76,56,2,1,150453,239732,NA,NA,NA,0.6275999999999999,NA,当選,自民党
2017,kumamoto,4,現職,"YAGAMI, MASAYOSHI",CDP,40,2,復活当選,37.24,57,2,2,89279,239732,NA,NA,NA,0.3724,NA,落選,立憲民主党
2017,kyoto,1,現職,"IBUKI, BUMMEI",LDP,1,11,当選,47.32,79,3,1,88106,186178,NA,NA,NA,0.4732,NA,当選,自民党
2017,kyoto,1,新人,"KOKUTA, KEIJI",JCP,2,8,復活当選,33.27,70,3,2,61938,186178,NA,NA,NA,0.33270000000000005,NA,落選,共産党
2017,kyoto,1,現職,"SHIMAMURA, SEIKO",POH,39,0,落選,19.41,40,3,3,36134,186178,NA,NA,NA,0.1941,NA,落選,希望
2017,kyoto,2,新人,"MAEHARA, SEIJI",independent,99,8,当選,48.71,55,3,1,65480,134416,NA,NA,NA,0.48710000000000003,NA,当選,無所属
2017,kyoto,2,新人,"SHIGEMOTO, MAMORU",LDP,1,0,復活当選,30.01,44,3,2,40336,134416,NA,NA,NA,0.30010000000000003,NA,落選,自民党
2017,kyoto,2,現職,"CHISAKA, TAKUAKI",JCP,2,0,落選,21.28,44,3,3,28600,134416,NA,NA,NA,0.21280000000000002,NA,落選,共産党
2017,kyoto,3,現職,"IZUMI, KENTA",POH,39,6,当選,38.3,43,5,1,63013,164537,NA,NA,NA,0.38299999999999995,NA,当選,希望
2017,kyoto,3,新人,"KIMURA, YAYOI",LDP,1,1,復活当選,34.36,52,5,2,56534,164537,NA,NA,NA,0.3436,NA,落選,自民党
2017,kyoto,3,新人,"KANAMORI, TORU",JCP,2,0,落選,16.06,61,5,3,26420,164537,NA,NA,NA,0.1606,NA,落選,共産党
2017,kyoto,3,新人,"MORI, NATSUE",NIK,41,0,復活当選,10.03,36,5,4,16511,164537,NA,NA,NA,0.1003,NA,落選,維新の会
2017,kyoto,3,現職,"ODAGIRI, SHINICHIRO",independent,99,0,落選,1.25,71,5,5,2059,164537,NA,NA,NA,0.0125,NA,落選,無所属
2017,kyoto,4,現職,"TANAKA, HIDEYUKI",LDP,1,2,当選,42.45,47,4,1,83286,196179,NA,NA,NA,0.42450000000000004,NA,当選,自民党
2017,kyoto,4,新人,"KITAGAMI, KEIRO",POH,39,3,落選,36.23,50,4,2,71068,196179,NA,NA,NA,0.36229999999999996,NA,落選,希望
2017,kyoto,4,新人,"YOSHIDA, KOICHIB",JCP,2,0,落選,19.48,43,4,3,38219,196179,NA,NA,NA,0.1948,NA,落選,共産党
2017,kyoto,4,新人,"ENDA, YUKI",others,7,0,落選,1.84,27,4,4,3606,196179,NA,NA,NA,0.0184,NA,落選,その他
2017,kyoto,5,新人,"HONDA, TARO",LDP,1,0,当選,43.29,43,5,1,60277,139226,NA,NA,NA,0.4329,NA,当選,自民党
2017,kyoto,5,新人,"NAKAYAMA, YASUSHI",independent,99,0,落選,22.03,57,5,2,30665,139226,NA,NA,NA,0.22030000000000002,NA,落選,無所属
2017,kyoto,5,新人,"YAMAUCHI, KEN",JCP,2,0,落選,15.25,49,5,3,21234,139226,NA,NA,NA,0.1525,NA,落選,共産党
2017,kyoto,5,新人,"INOUE, KAZUNORI",POH,39,0,復活当選,14.07,55,5,4,19586,139226,NA,NA,NA,0.1407,NA,落選,希望
2017,kyoto,5,現職,"SUZUKI, MARIKO",independent,99,0,落選,5.36,33,5,5,7464,139226,NA,NA,NA,0.0536,NA,落選,無所属
2017,kyoto,6,現職,"ANDO, HIROSHI",LDP,1,2,当選,42.97,52,3,1,101977,237313,NA,NA,NA,0.42969999999999997,NA,当選,自民党
2017,kyoto,6,新人,"YAMANOI, KAZUNORI",POH,39,6,復活当選,42.28,55,3,2,100338,237313,NA,NA,NA,0.4228,NA,落選,希望
2017,kyoto,6,現職,"KAMIJO, RYOICHI",JCP,2,0,落選,14.75,31,3,3,34998,237313,NA,NA,NA,0.1475,NA,落選,共産党
2017,mie,1,現職,"TAMURA, NORIHISA",LDP,1,7,当選,53.82,52,2,1,109584,203629,NA,NA,NA,0.5382,NA,当選,自民党
2017,mie,1,現職,"MATSUDA, NAOHISA",independent,99,1,落選,46.18,63,2,2,94045,203629,NA,NA,NA,0.4618,NA,落選,無所属
2017,mie,2,現職,"NAKAGAWA, MASAHARU",independent,99,7,当選,53.9,67,2,1,122518,227298,NA,NA,NA,0.539,NA,当選,無所属
2017,mie,2,現職,"KAWASAKI, JIRO",LDP,1,11,復活当選,46.1,69,2,2,104780,227298,NA,NA,NA,0.461,NA,落選,自民党
2017,mie,3,現職,"OKADA, KATSUYA",independent,99,9,当選,64.34,64,4,1,147255,228878,NA,NA,NA,0.6434000000000001,NA,当選,無所属
2017,mie,3,新人,"SHIMADA, YOSHIKAZU",LDP,1,2,落選,27.7,47,4,2,63406,228878,NA,NA,NA,0.27699999999999997,NA,落選,自民党
2017,mie,3,新人,"NOMURA, MASAHIRO",JCP,2,0,落選,5.18,61,4,3,11864,228878,NA,NA,NA,0.0518,NA,落選,共産党
2017,mie,3,現職,"SAKAMOTO, MAKI",others,7,0,落選,2.78,33,4,4,6353,228878,NA,NA,NA,0.0278,NA,落選,その他
2017,mie,4,元職,"MITSUYA, NORIO",LDP,1,5,当選,54.04,66,3,1,99596,184298,NA,NA,NA,0.5404,NA,当選,自民党
2017,mie,4,元職,"FUJITA, DAISUKE",POH,39,1,落選,37.43,41,3,2,68978,184298,NA,NA,NA,0.3743,NA,落選,希望
2017,mie,4,現職,"TANINAKA, MIYOSHI",JCP,2,0,落選,8.53,57,3,3,15724,184298,NA,NA,NA,0.08529999999999999,NA,落選,共産党
2017,miyagi,1,現職,"DOI, TORU",LDP,1,3,当選,46.17,59,6,1,100123,216835,NA,NA,NA,0.4617,NA,当選,自民党
2017,miyagi,1,新人,"OKAMOTO, AKIKO",CDP,40,0,復活当選,36.3,53,6,2,78704,216835,NA,NA,NA,0.363,NA,落選,立憲民主党
2017,miyagi,1,新人,"ITO, YUTA",POH,39,0,落選,11.09,32,6,3,24047,216835,NA,NA,NA,0.1109,NA,落選,希望
2017,miyagi,1,新人,"HATAKEYAMA, MASAKI",NIK,41,0,落選,4.61,43,6,4,10001,216835,NA,NA,NA,0.0461,NA,落選,維新の会
2017,miyagi,1,新人,"YUI, TETSUSHI",others,7,0,落選,1.11,37,6,5,2413,216835,NA,NA,NA,0.0111,NA,落選,その他
2017,miyagi,1,現職,"IMADOME, NAOTO",independent,99,0,落選,0.71,52,6,6,1547,216835,NA,NA,NA,0.0070999999999999995,NA,落選,無所属
2017,miyagi,2,元職,"AKIBA, KENYA",LDP,1,5,当選,50.3,55,2,1,111559,221802,NA,NA,NA,0.503,NA,当選,自民党
2017,miyagi,2,現職,"KAMATA, SAYURI",independent,99,2,落選,49.7,52,2,2,110243,221802,NA,NA,NA,0.49700000000000005,NA,落選,無所属
2017,miyagi,3,新人,"NISHIMURA, AKIHIRO",LDP,1,4,当選,60.31,57,3,1,92893,154032,NA,NA,NA,0.6031,NA,当選,自民党
2017,miyagi,3,新人,"ICHIJO, YOSHIHIRO",POH,39,0,落選,26.4,44,3,2,40670,154032,NA,NA,NA,0.264,NA,落選,希望
2017,miyagi,3,現職,"YOSHIDA, GO",JCP,2,0,落選,13.29,35,3,3,20469,154032,NA,NA,NA,0.1329,NA,落選,共産党
2017,miyagi,4,新人,"ITO, SHINTARO",LDP,1,5,当選,58.45,64,3,1,73298,125410,NA,NA,NA,0.5845,NA,当選,自民党
2017,miyagi,4,新人,"BANDO, TAKEHIKO",POH,39,0,落選,27.45,58,3,2,34424,125410,NA,NA,NA,0.27449999999999997,NA,落選,希望
2017,miyagi,4,現職,"TAKAMURA, NAOYA",JCP,2,0,落選,14.1,34,3,3,17688,125410,NA,NA,NA,0.141,NA,落選,共産党
2017,miyagi,5,現職,"AZUMI, JUN",independent,99,7,当選,63.91,55,2,1,89423,139919,NA,NA,NA,0.6391,NA,当選,無所属
2017,miyagi,5,現職,"KATSUNUMA, SHIGEAKI",LDP,1,2,落選,36.09,42,2,2,50496,139919,NA,NA,NA,0.36090000000000005,NA,落選,自民党
2017,miyagi,6,新人,"ONODERA, ITSUNORI",LDP,1,6,当選,85.72,57,2,1,123871,144509,NA,NA,NA,0.8572,NA,当選,自民党
2017,miyagi,6,現職,"YOKOTA, YUSHI",JCP,2,0,落選,14.28,73,2,2,20638,144509,NA,NA,NA,0.14279999999999998,NA,落選,共産党
2017,miyazaki,1,新人,"TAKEI, SHUNSUKE",LDP,1,2,当選,55.18,42,3,1,94780,171764,NA,NA,NA,0.5518,NA,当選,自民党
2017,miyazaki,1,新人,"TOYAMA, ITSUKI",POH,39,0,落選,33.21,41,3,2,57047,171764,NA,NA,NA,0.3321,NA,落選,希望
2017,miyazaki,1,現職,"UCHIDA, SHIZUO",JCP,2,0,落選,11.61,68,3,3,19937,171764,NA,NA,NA,0.1161,NA,落選,共産党
2017,miyazaki,2,現職,"ETO, TAKU",LDP,1,5,当選,69.71,57,3,1,96072,137807,NA,NA,NA,0.6970999999999999,NA,当選,自民党
2017,miyazaki,2,新人,"KUROKI, MANJI",JCP,2,0,落選,21.31,69,3,2,29367,137807,NA,NA,NA,0.21309999999999998,NA,落選,共産党
2017,miyazaki,2,現職,"KONO, ICHIRO",others,7,0,落選,8.97,57,3,3,12368,137807,NA,NA,NA,0.0897,NA,落選,その他
2017,miyazaki,3,現職,"FURUKAWA, YOSHIHISA",LDP,1,5,当選,69.39,52,3,1,98008,141236,NA,NA,NA,0.6939,NA,当選,自民党
2017,miyazaki,3,新人,"HANAWA, TOMOFUMI",POH,39,0,落選,20.03,51,3,2,28286,141236,NA,NA,NA,0.2003,NA,落選,希望
2017,miyazaki,3,現職,"IFUKU, MITOSHI",JCP,2,0,落選,10.58,68,3,3,14942,141236,NA,NA,NA,0.1058,NA,落選,共産党
2017,nagano,1,現職,"SHINOHARA, TAKASHI",independent,99,5,当選,54.06,69,4,1,131883,243944,NA,NA,NA,0.5406,NA,当選,無所属
